[15:28:06] [INIT] KubeJS 2001.6.5-build.16; MC 2001 forge
[15:28:06] [INIT] Loaded plugins:
[15:28:06] [INIT] - dev.latvian.mods.kubejs.forge.BuiltinKubeJSForgePlugin
[15:28:06] [INIT] - dev.latvian.mods.kubejs.forge.BuiltinKubeJSForgeClientPlugin
[15:28:06] [INIT] - com.lowdragmc.lowdraglib.kjs.LDLibKubeJSPlugin
[15:28:06] [INIT] - dev.ftb.mods.ftbxmodcompat.ftbquests.kubejs.KubeJSIntegration
[15:28:06] [INIT] - dev.ftb.mods.ftbxmodcompat.ftbchunks.kubejs.FTBChunksKubeJSPlugin
[15:28:06] [INIT] - dev.ftb.mods.ftbxmodcompat.ftbteams.kubejs.FTBTeamsKubeJSPlugin
[15:28:06] [INIT] - com.prunoideae.powerfuljs.forge.PowerfulJSPluginForge
[15:28:06] [INIT] - com.almostreliable.morejs.Plugin
[15:28:06] [INIT] - com.almostreliable.lootjs.kube.LootJSPlugin
[15:28:06] [INIT] - com.blakebr0.cucumber.compat.kubejs.CucumberKubeJSPlugin
[15:28:06] [INIT] - com.tacz.guns.compat.kubejs.TimelessKubeJSPlugin
[15:28:06] [INIT] - com.gregtechceu.gtceu.integration.kjs.GregTechKubeJSPlugin
[15:28:06] [INIT] - net.neganote.monilabs.integration.kjs.MoniKubeJSPlugin
[15:28:06] [INFO] _initial.js#42: Loaded Java class 'com.google.gson.JsonObject'
[15:28:06] [INFO] _initial.js#44: Loaded Java class 'com.gregtechceu.gtceu.integration.kjs.recipe.components.GTRecipeComponents$FluidIngredientJS'
[15:28:17] [INFO] gregtech/tiered_recipes.js#429: {"type":"unknown","duration":1000,"recipeConditions":[{"type":"research","data":{"research":[{"researchId":"1x_ae2_singularity","dataItem":{"id":"gtceu:data_module","Count":1}}],"type":"research"}}],"inputs":{"item":[{"content":{"type":"gtceu:sized","count":8,"ingredient":{"item":"ae2:singularity"}},"chance":10000,"maxChance":10000,"tierChanceBoost":0},{"content":{"type":"gtceu:sized","count":4,"ingredient":{"item":"gtceu:gravi_star"}},"chance":10000,"maxChance":10000,"tierChanceBoost":0},{"content":{"type":"gtceu:sized","count":1,"ingredient":{"type":"forge:partial_nbt","item":"kubejs:hadal_energy_core","nbt":"{Damage:8000000}"}},"chance":10000,"maxChance":10000,"tierChanceBoost":0},{"content":{"type":"gtceu:sized","count":1,"ingredient":{"item":"gtceu:zpm_field_generator"}},"chance":10000,"maxChance":10000,"tierChanceBoost":0},{"content":{"type":"gtceu:sized","count":12,"ingredient":{"item":"redstone_arsenal:flux_plating"}},"chance":10000,"maxChance":10000,"tierChanceBoost":0},{"content":{"type":"gtceu:sized","count":16,"ingredient":{"item":"gtceu:enderium_foil"}},"chance":10000,"maxChance":10000,"tierChanceBoost":0},{"content":{"type":"gtceu:sized","count":16,"ingredient":{"item":"gtceu:darmstadtium_bolt"}},"chance":10000,"maxChance":10000,"tierChanceBoost":0},{"content":{"type":"gtceu:sized","count":5,"ingredient":{"item":"gtceu:fusion_glass"}},"chance":10000,"maxChance":10000,"tierChanceBoost":0}],"fluid":[{"content":{"amount":1728,"value":[{"fluid":"gtceu:advanced_soldering_alloy"}]},"chance":10000,"maxChance":10000,"tierChanceBoost":0},{"content":{"amount":576,"value":[{"fluid":"gtceu:naquadria"}]},"chance":10000,"maxChance":10000,"tierChanceBoost":0},{"content":{"amount":288,"value":[{"fluid":"gtceu:polybenzimidazole"}]},"chance":10000,"maxChance":10000,"tierChanceBoost":0}]},"tickInputs":{"eu":[{"content":491520,"chance":10000,"maxChance":10000,"tierChanceBoost":0}]},"outputs":{"item":[{"content":{"type":"gtceu:sized","count":1,"ingredient":{"item":"kubejs:gravitational_amplifier"}},"chance":10000,"maxChance":10000,"tierChanceBoost":0}]}}
[15:28:17] [INFO] gregtech/tiered_recipes.js#438: KubeJS pass: 119 new recipes were added, 5 failed to add
[15:28:17] [INFO] gregtech/tiered_recipes.js#438: KubeJS pass: 0 new recipes were added, 0 failed to add
[15:28:17] [INFO] Posted recipe events in 5.291 s
[15:28:17] [WARN] Error parsing recipe dramaticdoors:tall_chipped_modern_crimson_door[minecraft:crafting_shaped]: {"type":"minecraft:crafting_shaped","group":"tall_chipped_crimson_door","pattern":[" "," "," "],"key":{},"result":{"item":"dramaticdoors:tall_chipped_modern_crimson_door","count":2}}: Index 0 out of bounds for length 0
[15:28:17] [WARN] Error parsing recipe dramaticdoors:tall_chipped_modern_acacia_door[minecraft:crafting_shaped]: {"type":"minecraft:crafting_shaped","group":"tall_chipped_acacia_door","pattern":[" "," "," "],"key":{},"result":{"item":"dramaticdoors:tall_chipped_modern_acacia_door","count":2}}: Index 0 out of bounds for length 0
[15:28:17] [WARN] Error parsing recipe modularrouters:speed_upgrade[minecraft:crafting_shaped]: {"type":"minecraft:crafting_shaped","category":"misc","key":{"B":{"item":"modularrouters:blank_upgrade"},"G":{"tag":"forge:gunpowder"},"I":[],"N":{"item":"gtceu:electrum_plate"},"R":{"tag":"forge:dusts/redstone"},"Z":{"tag":"forge:rods/blaze"}},"pattern":["RIR","NBN","GZG"],"result":{"count":3,"item":"modularrouters:speed_upgrade"},"show_notification":true}: Item array cannot be empty, at least one item must be defined
[15:28:17] [WARN] Error parsing recipe modularrouters:sender_module_2[minecraft:crafting_shapeless]: {"type":"minecraft:crafting_shapeless","category":"misc","ingredients":[{"item":"modularrouters:sender_module_1"},[]],"result":{"item":"modularrouters:sender_module_2"}}: Item array cannot be empty, at least one item must be defined
[15:28:17] [WARN] Error parsing recipe dramaticdoors:tall_chipped_tiled_mangrove_door[minecraft:crafting_shaped]: {"type":"minecraft:crafting_shaped","group":"tall_chipped_mangrove_door","pattern":[" "," "," "],"key":{},"result":{"item":"dramaticdoors:tall_chipped_tiled_mangrove_door","count":2}}: Index 0 out of bounds for length 0
[15:28:18] [WARN] Error parsing recipe dramaticdoors:tall_chipped_modern_birch_door[minecraft:crafting_shaped]: {"type":"minecraft:crafting_shaped","group":"tall_chipped_birch_door","pattern":[" "," "," "],"key":{},"result":{"item":"dramaticdoors:tall_chipped_modern_birch_door","count":2}}: Index 0 out of bounds for length 0
[15:28:18] [WARN] Error parsing recipe dramaticdoors:tall_chipped_modern_warped_door[minecraft:crafting_shaped]: {"type":"minecraft:crafting_shaped","group":"tall_chipped_warped_door","pattern":[" "," "," "],"key":{},"result":{"item":"dramaticdoors:tall_chipped_modern_warped_door","count":2}}: Index 0 out of bounds for length 0
[15:28:18] [WARN] Error parsing recipe fluxnetworks:fluxconfigurator[minecraft:crafting_shaped]: {"type":"minecraft:crafting_shaped","group":"fluxnetworks","pattern":[" fe"," of","o  "],"key":{"o":[],"f":{"item":"fluxnetworks:flux_dust"},"e":{"item":"minecraft:ender_eye"}},"result":{"item":"fluxnetworks:flux_configurator"}}: Item array cannot be empty, at least one item must be defined
[15:28:18] [WARN] Error parsing recipe modularrouters:puller_module_2[minecraft:crafting_shapeless]: {"type":"minecraft:crafting_shapeless","category":"misc","ingredients":[{"item":"modularrouters:puller_module_1"},[]],"result":{"item":"modularrouters:puller_module_2"}}: Item array cannot be empty, at least one item must be defined
[15:28:18] [WARN] Error parsing recipe dramaticdoors:tall_chipped_modern_mangrove_door[minecraft:crafting_shaped]: {"type":"minecraft:crafting_shaped","group":"tall_chipped_mangrove_door","pattern":[" "," "," "],"key":{},"result":{"item":"dramaticdoors:tall_chipped_modern_mangrove_door","count":2}}: Index 0 out of bounds for length 0
[15:28:18] [WARN] Error parsing recipe dramaticdoors:tall_chipped_sliding_warped_door[minecraft:crafting_shaped]: {"type":"minecraft:crafting_shaped","group":"tall_chipped_warped_door","pattern":[" "," "," "],"key":{},"result":{"item":"dramaticdoors:tall_chipped_sliding_warped_door","count":2}}: Index 0 out of bounds for length 0
[15:28:18] [WARN] Error parsing recipe dramaticdoors:tall_chipped_screen_mangrove_door[minecraft:crafting_shaped]: {"type":"minecraft:crafting_shaped","group":"tall_chipped_mangrove_door","pattern":[" "," "," "],"key":{},"result":{"item":"dramaticdoors:tall_chipped_screen_mangrove_door","count":2}}: Index 0 out of bounds for length 0
[15:28:18] [WARN] Error parsing recipe modularrouters:puller_module_2_x4[minecraft:crafting_shapeless]: {"type":"minecraft:crafting_shapeless","category":"misc","ingredients":[{"item":"modularrouters:puller_module_1"},{"item":"modularrouters:puller_module_1"},{"item":"modularrouters:puller_module_1"},{"item":"modularrouters:puller_module_1"},[]],"result":{"count":4,"item":"modularrouters:puller_module_2"}}: Item array cannot be empty, at least one item must be defined
[15:28:18] [WARN] Error parsing recipe dramaticdoors:tall_chipped_modern_dark_oak_door[minecraft:crafting_shaped]: {"type":"minecraft:crafting_shaped","group":"tall_chipped_dark_oak_door","pattern":[" "," "," "],"key":{},"result":{"item":"dramaticdoors:tall_chipped_modern_dark_oak_door","count":2}}: Index 0 out of bounds for length 0
[15:28:18] [WARN] Error parsing recipe modularrouters:sender_module_2_x4[minecraft:crafting_shapeless]: {"type":"minecraft:crafting_shapeless","category":"misc","ingredients":[{"item":"modularrouters:sender_module_1"},{"item":"modularrouters:sender_module_1"},{"item":"modularrouters:sender_module_1"},{"item":"modularrouters:sender_module_1"},[]],"result":{"count":4,"item":"modularrouters:sender_module_2"}}: Item array cannot be empty, at least one item must be defined
[15:28:18] [WARN] Error parsing recipe dramaticdoors:tall_chipped_modern_spruce_door[minecraft:crafting_shaped]: {"type":"minecraft:crafting_shaped","group":"tall_chipped_spruce_door","pattern":[" "," "," "],"key":{},"result":{"item":"dramaticdoors:tall_chipped_modern_spruce_door","count":2}}: Index 0 out of bounds for length 0
[15:28:18] [WARN] Error parsing recipe dramaticdoors:tall_chipped_shack_mangrove_door[minecraft:crafting_shaped]: {"type":"minecraft:crafting_shaped","group":"tall_chipped_mangrove_door","pattern":[" "," "," "],"key":{},"result":{"item":"dramaticdoors:tall_chipped_shack_mangrove_door","count":2}}: Index 0 out of bounds for length 0
[15:28:18] [WARN] Error parsing recipe dramaticdoors:tall_chipped_modern_jungle_door[minecraft:crafting_shaped]: {"type":"minecraft:crafting_shaped","group":"tall_chipped_jungle_door","pattern":[" "," "," "],"key":{},"result":{"item":"dramaticdoors:tall_chipped_modern_jungle_door","count":2}}: Index 0 out of bounds for length 0
[15:28:19] [INFO] Added 5172 recipes, removed 1871 recipes, modified 338 recipes, with 18 failed recipes in 1.199 s
[15:28:32] [WARN] lootjs.js#6: LootJS: Invalid ingredient for filter: evenbetternether:pyrite_leggings
[15:28:32] [WARN] lootjs.js#7: LootJS: Invalid ingredient for filter: evenbetternether:pyrite_chestplate
[15:28:32] [WARN] lootjs.js#8: LootJS: Invalid ingredient for filter: evenbetternether:ruby_sword
[15:28:32] [WARN] lootjs.js#9: LootJS: Invalid ingredient for filter: evenbetternether:pyrite_ingot
[15:28:32] [WARN] lootjs.js#10: LootJS: Invalid ingredient for filter: evenbetternether:nether_ruby
[15:28:32] [WARN] lootjs.js#11: LootJS: Invalid ingredient for filter: evenbetternether:pyrite_boots
[15:28:32] [WARN] lootjs.js#12: LootJS: Invalid ingredient for filter: evenbetternether:diamond_pyrite_upgrade_smithing_template
[15:28:32] [WARN] lootjs.js#13: LootJS: Invalid ingredient for filter: evenbetternether:ruby_armor_chestplate
[15:28:32] [WARN] lootjs.js#14: LootJS: Invalid ingredient for filter: evenbetternether:ruby_axe
[15:28:32] [WARN] lootjs.js#15: LootJS: Invalid ingredient for filter: evenbetternether:ruby_armor_leggings
[15:28:36] [INFO] Server resource reload complete!
